text,fallacy,subcategory,id,F1_negative_consequence,F2_unspecified_threat,F3_catastrophic_vocabulary,F4_scope_generalisation,F5_intensity_exaggeration,F6_epistemic_reinforcement,F7_immediacy,F8_necessity,F9_metaphor_or_imagery,F10_addressee_impact,F11_urgency,P1_popularity_as_support,P2_popularity_as_evidence,P3_vague_group_reference,P4_popularity_markers,P5_lack_of_independent_reasons,P6_conformity_pressure,P7_identity_or_belonging,P8_group_ambiguity_or_irrelevance
And I need the help of everybody across this country to get it passed in a substantial way by the Congress.,Appeal to Authority,Popular Opinion,203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.4,0.3,0.2,0.1,0.1,0.2
"Mr. Perot wants to do the same thing. I agree with him. I mean, we agree with that.",Appeal to Authority,Popular Opinion,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"Mr. Perot wants to do the same thing. I agree with him. I mean, we agree with that.",Appeal to Authority,Popular Opinion,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
"Mr. Perot wants to do the same thing. I agree with him. I mean, we agree with that.",Appeal to Authority,Popular Opinion,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.2
I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,Appeal to Authority,Popular Opinion,207,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.3
I would say that the people now have the opportunity to evaluate his as against mine and I think both he and I are going to abide by whatever the people decide.,Appeal to Authority,Popular Opinion,208,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.0,0.3
"But I disagree with them, as do many.",Appeal to Authority,Popular Opinion,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.7,0.8,0.7,0.1,0.0,0.8
Let me just tell you who the jury is. The people of Texas.,Appeal to Authority,Popular Opinion,210,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.1,0.0,0.0,0.2
Let me just tell you who the jury is. The people of Texas.,Appeal to Authority,Popular Opinion,211,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.1,0.2,0.0,0.0,0.2
"So I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform, and I will continue to have.",Appeal to Authority,Popular Opinion,212,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.2,0.1,0.0,0.0,0.2
"So I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform, and I will continue to have.",Appeal to Authority,Popular Opinion,213,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.1,0.2,0.0,0.0,0.2
"They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.",Appeal to Authority,Popular Opinion,214,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.8,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.",Appeal to Authority,Popular Opinion,215,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.8,0.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"They know the Republican Party hasn't done it. They know the Democratic party won't do it. We ought to agree that somebody else should do it. And we have to vote it up or down, Mr. President.",Appeal to Authority,Popular Opinion,216,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.8,0.0,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
"Right from the bottom up, the American people have got to say they want it.",Appeal to Authority,Popular Opinion,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.4,0.2,0.0,0.3,0.6,0.1,0.2,0.0
"But I think it makes sense, I think most Americans in their guts know, that we ought to pass a sort of truth standard.",Appeal to Authority,Popular Opinion,218,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7,0.1,0.0,0.0,0.8,0.7,0.2,0.8,0.7,0.1,0.1,0.3
"But I think it makes sense, I think most Americans in their guts know, that we ought to pass a sort of truth standard.",Appeal to Authority,Popular Opinion,219,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.1,0.0,0.0,0.8,0.7,0.4,0.8,0.7,0.1,0.1,0.2
"I believe I'm going to win, because the American people know I know how to lead.",Appeal to Authority,Popular Opinion,220,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.2,0.4,0.8,0.0,0.0,0.2
"I believe I'm going to win, because the American people know I know how to lead.",Appeal to Authority,Popular Opinion,221,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,0.4,0.9,0.0,0.0,0.2
But people know where I stand.,Appeal to Authority,Popular Opinion,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.8
People out there listening know what I believe.,Appeal to Authority,Popular Opinion,223,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.8
And I'm interested in what we can trust him to do and what you can trust me to do and what you can trust Mr. Perot to do for the next 4 years. So I think you're right and I hope the rest of the night belongs to you.,Appeal to Authority,Popular Opinion,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
And I'm interested in what we can trust him to do and what you can trust me to do and what you can trust Mr. Perot to do for the next 4 years. So I think you're right and I hope the rest of the night belongs to you.,Appeal to Authority,Popular Opinion,225,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,226,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.2
"I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,227,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.2
"I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,228,0.1,0.0,0.0,0.2,0.0,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.1,0.2
"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,229,0.1,0.0,0.0,0.3,0.0,0.3,0.0,0.7,0.0,0.2,0.1,0.0,0.0,0.5,0.0,0.0,0.0,0.1,0.2
"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,230,0.1,0.0,0.0,0.2,0.0,0.3,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.2,0.2
"And I feel strongly that the Supreme Court needs to stand on the side of the American people, not on the side of the powerful corporations and the wealthy.",Appeal to Authority,Popular Opinion,231,0.1,0.0,0.0,0.2,0.0,0.3,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.1
"Well, I hope all of those Americans out there who are watching us, listening to us and trying to make up their mind about which one of us ought to be president of the United States listen to the Vice President very carefully.",Appeal to Authority,Popular Opinion,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1
Because has won the support of a great many people all over the state and I think it's a model for what I hope we can do across the country.,Appeal to Authority,Popular Opinion,233,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.3,0.9,0.8,0.0,0.0,0.2
Because has won the support of a great many people all over the state and I think it's a model for what I hope we can do across the country.,Appeal to Authority,Popular Opinion,234,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.3,0.8,0.7,0.0,0.0,0.2
"I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.",Appeal to Authority,Popular Opinion,235,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.4,0.3,0.8,0.0,0.0,0.3
"I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.",Appeal to Authority,Popular Opinion,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.2,0.3,0.8,0.0,0.0,0.2
"I've talked to bankers and builders and developers, the housing advocates, community development agencies, and they want leadership from Washington.",Appeal to Authority,Popular Opinion,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.5,0.2,0.3,0.8,0.0,0.0,0.3
You must always remember that a president can't stop anything unless he has the people behind him.,Appeal to Authority,Popular Opinion,238,0.1,0.0,0.0,0.1,0.0,0.8,0.0,0.9,0.0,0.0,0.0,0.7,0.6,0.5,0.2,0.7,0.1,0.0,0.4
"And the reason President Eisenhower's vetoes have been sustained - the reason the Congress does not send up bills to him which they think will be vetoed - is because the people and the Congress, the majority of them, know the country is behind the President.",Appeal to Authority,Popular Opinion,239,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.6,0.7,0.8,0.1,0.0,0.4
"If you look back over the last eight years, the most significant accomplishments of this administration in which Al Gore was centrally involved were the result, most of them, of bipartisan agreements.",Appeal to Authority,Popular Opinion,240,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.,Appeal to Authority,Popular Opinion,241,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.,Appeal to Authority,Popular Opinion,242,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
That's the argument between Mr. Nixon and myself and on that issue the American people have to make their judgment and I think it's a important judgment.,Appeal to Authority,Popular Opinion,243,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
And I think I'm more in touch with the mainstream of America. They raised the same thing with me on the Pledge of Allegiance.,Appeal to Authority,Popular Opinion,244,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.8,0.6,0.5,0.0,0.2,0.7
And I think I'm more in touch with the mainstream of America. They raised the same thing with me on the Pledge of Allegiance.,Appeal to Authority,Popular Opinion,245,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.7,0.6,0.5,0.1,0.2,0.6
And I think I'm more in touch with the mainstream of America. They raised the same thing with me on the Pledge of Allegiance.,Appeal to Authority,Popular Opinion,246,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.8,0.7,0.6,0.1,0.3,0.7
"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",Appeal to Authority,Popular Opinion,247,0.2,0.1,0.0,0.0,0.1,0.3,0.0,0.4,0.0,0.3,0.0,0.2,0.1,0.2,0.0,0.1,0.0,0.0,0.1
"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",Appeal to Authority,Popular Opinion,248,0.2,0.1,0.0,0.0,0.1,0.3,0.0,0.4,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",Appeal to Authority,Popular Opinion,249,0.2,0.1,0.0,0.2,0.2,0.4,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"They saw a man who was strong, who had conviction, who is resolute, who made it very clear that he will do everything that has to be done to find terrorists, to keep the American people safe.",Appeal to Authority,Popular Opinion,250,0.2,0.1,0.0,0.1,0.1,0.4,0.0,0.5,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
"And everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history.",Appeal to Authority,Popular Opinion,251,0.2,0.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.8,1.0,0.7,0.4,0.0,0.5
"And everybody knows, including the Wall Street Journal, hardly a friend of the Democratic party of this administration, that the '82 tax increase he sponsored in inflation-adjusted dollars was the biggest tax increase in American history.",Appeal to Authority,Popular Opinion,252,0.1,0.0,0.0,0.1,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.8,0.7,0.9,0.6,0.2,0.0,0.3
"Well, first of all, there are virtually no large differences in the defense budgets put forward by President Clinton and put forward by the majority in the Congress in the last two years.",Appeal to Authority,Popular Opinion,253,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I've never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,Appeal to Authority,Popular Opinion,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.2,0.6,0.5,0.0,0.1,0.2
I've never depended on powerful political figures to put me in office. I have a direct relationship with hundreds of people around - hundreds of thousands around the country who actively campaign for me.,Appeal to Authority,Popular Opinion,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.4,0.6,0.5,0.0,0.0,0.3
Now you judge for yourselves whether or not that's fair.,Appeal to Authority,Popular Opinion,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"people that would not be necessarily on my side said that, “President Trump did a phenomenal job.”",Appeal to Authority,Popular Opinion,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.9,0.2,0.8,0.0,0.0,0.8
"you folks at home, you folks living in Scranton and Claymont and all the small towns and working class towns in America, how well are you doing",Appeal to Authority,Popular Opinion,258,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.1,0.2
people of Ohio are very proud of me.,Appeal to Authority,Popular Opinion,259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2
the American people have witnessed what is the greatest failure of any presidential administration in the history of our country.,Appeal to Authority,Popular Opinion,260,0.6,0.1,0.2,0.4,0.9,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.1
"I think the American people know that this is a president who has put the health of America first and the American people, I believe with my heart, can be proud of the sacrifices they have made.",Appeal to Authority,Popular Opinion,261,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.3,0.4,0.5,0.1,0.4,0.1
"when you say what the American people have done over these last eight months hasn’t worked, that’s a great disservice to the sacrifices the American people have made.",Appeal to Authority,Popular Opinion,262,0.4,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.3,0.0,0.2,0.0,0.3,0.1
’m going to speak up on behalf of what the American people have done.,Appeal to Authority,Popular Opinion,263,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.1,0.0,0.0,0.1,0.2
The American people who have had to sacrifice far too much because of the incompetence of this administration.,Appeal to Authority,Popular Opinion,264,0.8,0.7,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2
But I think the American people know the answer.,Appeal to Authority,Popular Opinion,265,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.2,0.1,0.3,0.0,0.0,0.2
